time,into,inth,intl,intc,intvwap,intv,v,intoi,oi
29-09-2023 10:43:00,19587.60,19590.30,19586.95,19587.95,0.00,0,0,0,0
29-09-2023 10:42:00,19589.90,19591.40,19586.90,19588.00,0.00,0,0,0,0
29-09-2023 10:41:00,19587.00,19589.70,19584.05,19589.60,0.00,0,0,0,0
29-09-2023 10:40:00,19587.55,19587.55,19583.65,19586.05,0.00,0,0,0,0
29-09-2023 10:39:00,19597.90,19597.90,19588.45,19588.90,0.00,0,0,0,0
29-09-2023 10:38:00,19597.75,19601.90,19596.75,19597.70,0.00,0,0,0,0
29-09-2023 10:37:00,19591.50,19598.85,19591.50,19597.05,0.00,0,0,0,0
29-09-2023 10:36:00,19591.25,19592.90,19590.55,19591.90,0.00,0,0,0,0
29-09-2023 10:35:00,19588.90,19593.65,19587.45,19592.20,0.00,0,0,0,0
29-09-2023 10:34:00,19586.85,19589.25,19585.45,19588.65,0.00,0,0,0,0
29-09-2023 10:33:00,19586.45,19591.60,19586.30,19587.30,0.00,0,0,0,0
29-09-2023 10:32:00,19584.60,19587.60,19582.75,19585.85,0.00,0,0,0,0
29-09-2023 10:31:00,19583.90,19587.45,19583.50,19584.80,0.00,0,0,0,0
29-09-2023 10:30:00,19584.70,19586.65,19583.20,19583.20,0.00,0,0,0,0
29-09-2023 10:29:00,19590.35,19590.40,19584.10,19584.25,0.00,0,0,0,0
29-09-2023 10:28:00,19587.75,19592.95,19587.55,19589.90,0.00,0,0,0,0
29-09-2023 10:27:00,19588.15,19592.00,19586.80,19587.55,0.00,0,0,0,0
29-09-2023 10:26:00,19581.60,19589.75,19580.90,19588.40,0.00,0,0,0,0
29-09-2023 10:25:00,19595.00,19595.00,19575.20,19580.30,0.00,0,0,0,0
29-09-2023 10:24:00,19592.80,19598.35,19592.30,19596.05,0.00,0,0,0,0
